ID,Text,Label,Parent_Text,Hashtags,Language_Script,Sentiment
613,Ye lazy students class ka time waste karte hain.,hate,N/A,#education,Mixed,Negative
614,Peer learning se teamwork skills develop hote hain.,non-hate,N/A,#education,Mixed,Positive
615,Ye noise pollution city life ko unbearable banata hai.,hate,N/A,#environment,Mixed,Negative
616,Public awareness se environmental protection badhta hai.,non-hate,N/A,#environment,Mixed,Positive
617,India ka unity desh ka biggest asset hai.,non-hate,N/A,#nationalism,Mixed,Positive
618,Ye divisive forces national progress ko rokna chahte hain.,hate,N/A,#nationalism,Mixed,Negative
619,Ye fake news democracy ko undermine karta hai.,hate,N/A,#politics,Mixed,Negative
620,Public consultations se policies effective bante hain.,non-hate,N/A,#politics,Mixed,Positive
621,Ye flop movies paisa barbaad karte hain.,hate,N/A,#entertainment,Mixed,Negative
622,Ye dance performance energetic aur captivating tha.,non-hate,N/A,#entertainment,Mixed,Positive
623,Aaj ka sunset peaceful aur beautiful tha.,non-hate,N/A,#daily life,Mixed,Positive
624,Ye rude shopkeepers customers ko bhaga dete hain.,hate,N/A,#daily life,Mixed,Negative
625,Ye narrow-minded log progress ke against hain.,hate,N/A,#social issues,Mixed,Negative
626,Open dialogue se misunderstandings kam hote hain.,non-hate,N/A,#social issues,Mixed,Positive
627,Ye buggy software frustration badhata hai.,hate,N/A,#technology,Mixed,Negative
628,Smartphones se multitasking efficient ho gaya.,non-hate,N/A,#technology,Mixed,Positive
629,Ye arrogant athletes fans ka respect lose karte hain.,hate,N/A,#sports,Mixed,Negative
630,Ye sportsmanship spirit game ko enjoyable banata hai.,non-hate,N/A,#sports,Mixed,Positive
631,Ye oily food digestion problems deta hai.,hate,N/A,#health,Mixed,Negative
632,Balanced meals se overall wellness improve hoti hai.,non-hate,N/A,#health,Mixed,Positive
633,Ye strict rules creativity ko dabate hain.,hate,N/A,#education,Mixed,Negative
634,Creative projects se students ka interest badhta hai.,non-hate,N/A,#education,Mixed,Positive
635,Ye overpopulation resources pe strain dalta hai.,hate,N/A,#environment,Mixed,Negative
636,Wildlife protection se ecosystem balance hota hai.,non-hate,N/A,#environment,Mixed,Positive
637,India ka youth future ka powerhouse hai.,non-hate,N/A,#nationalism,Mixed,Positive
638,Ye youth ko mislead karne wale leaders corrupt hain.,hate,N/A,#nationalism,Mixed,Negative
639,Ye dynastic politics merit ko ignore karti hai.,hate,N/A,#politics,Mixed,Negative
640,Local governance se community needs address hote hain.,non-hate,N/A,#politics,Mixed,Positive
641,Ye overhyped shows disappointment dete hain.,hate,N/A,#entertainment,Mixed,Negative
642,Ye art gallery visit thought-provoking tha.,non-hate,N/A,#entertainment,Mixed,Positive
643,Aaj ka rain relaxing aur refreshing tha.,non-hate,N/A,#daily life,Mixed,Positive
644,Ye waterlogging roads ko chaotic banata hai.,hate,N/A,#daily life,Mixed,Negative
645,Ye classist attitudes equality ko challenge karte hain.,hate,N/A,#social issues,Mixed,Negative
646,Social justice se fair society banta hai.,non-hate,N/A,#social issues,Mixed,Positive
647,Ye slow internet productivity kill karta hai.,hate,N/A,#technology,Mixed,Negative
648,Smart cities se urban living better hoga.,non-hate,N/A,#technology,Mixed,Positive
649,Ye cheating scandals sports ka mazaa kharab karte hain.,hate,N/A,#sports,Mixed,Negative
650,Ye comeback story fans ke liye emotional thi.,non-hate,N/A,#sports,Mixed,Positive
651,Ye sedentary lifestyle diseases invite karta hai.,hate,N/A,#health,Mixed,Negative
652,Outdoor activities se physical health boost hoti hai.,non-hate,N/A,#health,Mixed,Positive
653,Ye boring lectures students ko demotivate karte hain.,hate,N/A,#education,Mixed,Negative
654,Interactive classes se engagement badhta hai.,non-hate,N/A,#education,Mixed,Positive
655,Ye coal plants air quality kharab karte hain.,hate,N/A,#environment,Mixed,Negative
656,Wind energy se carbon emissions kam honge.,non-hate,N/A,#environment,Mixed,Positive
657,India ka literature rich aur inspiring hai.,non-hate,N/A,#nationalism,Mixed,Positive
658,Ye westernization Indian values ko erode karta hai.,hate,N/A,#nationalism,Mixed,Negative
659,Ye vote-buying elections ko corrupt karta hai.,hate,N/A,#politics,Mixed,Negative
660,Digital voting se accessibility badhegi.,non-hate,N/A,#politics,Mixed,Positive
661,Ye loud music events neighbors ko disturb karte hain.,hate,N/A,#entertainment,Mixed,Negative
662,Ye live concert ka vibe unbeatable tha!,non-hate,N/A,#entertainment,Mixed,Positive
663,Aaj ka breakfast nutritious aur tasty tha.,non-hate,N/A,#daily life,Mixed,Positive
664,Ye unhygienic street vendors health risk hain.,hate,N/A,#daily life,Mixed,Negative
665,Ye elitist log common man ka struggle nahi samajhte.,hate,N/A,#social issues,Mixed,Negative
666,Empathy se human connections strong hote hain.,non-hate,N/A,#social issues,Mixed,Positive
667,Ye cheap gadgets durability mein fail hote hain.,hate,N/A,#technology,Mixed,Negative
668,IoT devices se home automation seamless ho gaya.,non-hate,N/A,#technology,Mixed,Positive
669,Ye overhyped teams expectations meet nahi karte.,hate,N/A,#sports,Mixed,Negative
670,Ye grassroots sports talent nurture karte hain.,non-hate,N/A,#sports,Mixed,Positive
671,Ye sleep deprivation mental health ko ruin karta hai.,hate,N/A,#health,Mixed,Negative
672,Good sleep se focus aur energy badhti hai.,non-hate,N/A,#health,Mixed,Positive
673,Ye outdated syllabus real-world se disconnect hai.,hate,N/A,#education,Mixed,Negative
674,Extracurriculars se personality development hota hai.,non-hate,N/A,#education,Mixed,Positive
675,Ye chemical farming soil fertility ko khatam karta hai.,hate,N/A,#environment,Mixed,Negative
676,Organic farming se healthier produce milta hai.,non-hate,N/A,#environment,Mixed,Positive
677,India ka cinema global audience ko attract karta hai.,non-hate,N/A,#nationalism,Mixed,Positive
678,Ye copycat films originality ko kill karte hain.,hate,N/A,#nationalism,Mixed,Negative
679,Ye bureaucratic delays progress ko stall karte hain.,hate,N/A,#politics,Mixed,Negative
680,E-governance se efficiency aur transparency badhti hai.,non-hate,N/A,#politics,Mixed,Positive
681,Ye predictable plots movies ko boring banate hain.,hate,N/A,#entertainment,Mixed,Negative
682,Ye theater experience nostalgic aur immersive tha.,non-hate,N/A,#entertainment,Mixed,Positive
683,Aaj ka picnic family ke saath memorable tha.,non-hate,N/A,#daily life,Mixed,Positive
684,Ye late-night parties sleep cycle kharab karte hain.,hate,N/A,#daily life,Mixed,Negative
685,Ye greedy landlords tenants ko exploit karte hain.,hate,N/A,#social issues,Mixed,Negative
686,Affordable housing se urban poor ko relief milega.,non-hate,N/A,#social issues,Mixed,Positive
687,Ye spam calls privacy invade karte hain.,hate,N/A,#technology,Mixed,Negative
688,Voice assistants se daily tasks simple ho jate hain.,non-hate,N/A,#technology,Mixed,Positive
689,Ye biased umpires fair play ko ruin karte hain.,hate,N/A,#sports,Mixed,Negative
690,Ye youth athletes future stars ban sakte hain.,non-hate,N/A,#sports,Mixed,Positive
691,Ye chain-smoking log apni life barbaad karte hain.,hate,N/A,#health,Mixed,Negative
692,Walking se fitness aur mood dono better hote hain.,non-hate,N/A,#health,Mixed,Positive
693,Ye rote learning exams creativity ko rokta hai.,hate,N/A,#education,Mixed,Negative
694,Research projects se critical thinking develop hoti hai.,non-hate,N/A,#education,Mixed,Positive
695,Ye urban sprawl green spaces ko khatam karta hai.,hate,N/A,#environment,Mixed,Negative
696,Tree plantation drives se air quality improve hoti hai.,non-hate,N/A,#environment,Mixed,Positive
697,India ka sports legacy proud moment hai.,non-hate,N/A,#nationalism,Mixed,Positive
698,Ye brainwashed log desh ke against propaganda failate hain.,hate,N/A,#nationalism,Mixed,Negative
699,Ye selfish politicians public welfare ignore karte hain.,hate,N/A,#politics,Mixed,Negative
700,Ye grassroots leaders local issues solve karte hain.,non-hate,N/A,#politics,Mixed,Positive
701,Ye loud commercials TV ka experience kharab karte hain.,hate,N/A,#entertainment,Mixed,Negative
702,Ye podcast series informative aur engaging hai.,non-hate,N/A,#entertainment,Mixed,Positive
703,Aaj ka market visit budget-friendly tha.,non-hate,N/A,#daily life,Mixed,Positive
704,Ye pickpockets crowded places mein risk badhate hain.,hate,N/A,#daily life,Mixed,Negative
705,Ye corrupt NGOs charity ka naam kharab karte hain.,hate,N/A,#social issues,Mixed,Negative
706,Volunteer work se personal growth hoti hai.,non-hate,N/A,#social issues,Mixed,Positive
707,Ye unreliable apps time waste karte hain.,hate,N/A,#technology,Mixed,Negative
708,Blockchain se secure transactions possible hain.,non-hate,N/A,#technology,Mixed,Positive
709,Ye overconfident players team ko weak karte hain.,hate,N/A,#sports,Mixed,Negative
710,Ye teamwork examples sports mein inspiring hote hain.,non-hate,N/A,#sports,Mixed,Positive
711,Ye alcohol abuse family life destroy karta hai.,hate,N/A,#health,Mixed,Negative
712,Hydration se body detox hota hai.,non-hate,N/A,#health,Mixed,Positive
713,Ye uninspiring teachers students ko bore karte hain.,hate,N/A,#education,Mixed,Negative
714,Mentorship se career guidance milti hai.,non-hate,N/A,#education,Mixed,Positive
715,Ye pesticide use food chain ko contaminate karta hai.,hate,N/A,#environment,Mixed,Negative
716,Composting se waste reduction hota hai.,non-hate,N/A,#environment,Mixed,Positive
717,India ka tech innovation world mein naam karta hai.,non-hate,N/A,#nationalism,Mixed,Positive
718,Ye imported goods local industries ko harm karte hain.,hate,N/A,#nationalism,Mixed,Negative
719,Ye inefficient policies taxpayers ka paisa waste karte hain.,hate,N/A,#politics,Mixed,Negative
720,Public infrastructure se quality of life badhti hai.,non-hate,N/A,#politics,Mixed,Positive
721,Ye fake reviews audience ko mislead karte hain.,hate,N/A,#entertainment,Mixed,Negative
722,Ye animation film visually stunning tha.,non-hate,N/A,#entertainment,Mixed,Positive
723,Aaj ka train journey comfortable aur on-time tha.,non-hate,N/A,#daily life,Mixed,Positive
724,Ye rude passengers public transport ka mood kharab karte hain.,hate,N/A,#daily life,Mixed,Negative
725,Ye greedy corporates workers ko exploit karte hain.,hate,N/A,#social issues,Mixed,Negative
726,Labor rights se workplace dignity milti hai.,non-hate,N/A,#social issues,Mixed,Positive
727,Ye battery-draining devices frustration dete hain.,hate,N/A,#technology,Mixed,Negative
728,Wireless charging se convenience badhta hai.,non-hate,N/A,#technology,Mixed,Positive
729,Ye unfit players team ka performance giraate hain.,hate,N/A,#sports,Mixed,Negative
730,Ye fitness training sports mein edge deta hai.,non-hate,N/A,#sports,Mixed,Positive
731,Ye processed foods nutrition value kam karte hain.,hate,N/A,#health,Mixed,Negative
732,Fresh fruits se energy naturally milti hai.,non-hate,N/A,#health,Mixed,Positive
733,Ye rigid curriculum flexibility ko restrict karta hai.,hate,N/A,#education,Mixed,Negative
734,Field trips se experiential learning hoti hai.,non-hate,N/A,#education,Mixed,Positive
735,Ye urban heat islands living conditions worsen karte hain.,hate,N/A,#environment,Mixed,Negative
736,Rooftop gardens se cities greener ban sakte hain.,non-hate,N/A,#environment,Mixed,Positive
737,India ka diversity ek example hai for the world.,non-hate,N/A,#nationalism,Mixed,Positive
738,Ye regionalism unity ko weaken karta hai.,hate,N/A,#nationalism,Mixed,Negative
739,Ye populist schemes long-term planning ko ignore karte hain.,hate,N/A,#politics,Mixed,Negative
740,Education funding se future secure hota hai.,non-hate,N/A,#politics,Mixed,Positive
741,Ye boring sequels original ka charm kharab karte hain.,hate,N/A,#entertainment,Mixed,Negative
742,Ye musical concert soulful aur uplifting tha.,non-hate,N/A,#entertainment,Mixed,Positive
743,Aaj ka park visit relaxing aur enjoyable tha.,non-hate,N/A,#daily life,Mixed,Positive
744,Ye jaywalkers traffic flow disrupt karte hain.,hate,N/A,#daily life,Mixed,Negative
745,Ye dishonest vendors consumers ko cheat karte hain.,hate,N/A,#social issues,Mixed,Negative
746,Fair trade se ethical consumption badhta hai.,non-hate,N/A,#social issues,Mixed,Positive
747,Ye glitchy updates devices ko slow karte hain.,hate,N/A,#technology,Mixed,Negative
748,Augmented reality se interactive experiences milte hain.,non-hate,N/A,#technology,Mixed,Positive
749,Ye reckless fouls game ka flow break karte hain.,hate,N/A,#sports,Mixed,Negative
750,Ye clutch performances fans ko excite karte hain.,non-hate,N/A,#sports,Mixed,Positive
751,Ye overpriced medicines healthcare ko inaccessible banate hain.,hate,N/A,#health,Mixed,Negative
752,Mindfulness se stress management hota hai.,non-hate,N/A,#health,Mixed,Positive
753,Ye uninvolved parents education ko neglect karte hain.,hate,N/A,#education,Mixed,Negative
754,Parental support se academic success badhta hai.,non-hate,N/A,#education,Mixed,Positive
755,Ye illegal mining natural resources loot ta hai.,hate,N/A,#environment,Mixed,Negative
756,Biodiversity conservation se ecological balance hota hai.,non-hate,N/A,#environment,Mixed,Positive
757,India ka renewable energy push sustainable future hai.,non-hate,N/A,#nationalism,Mixed,Positive
758,Ye polluting industries desh ka environment barbaad karte hain.,hate,N/A,#nationalism,Mixed,Negative
759,Ye scandal-ridden leaders trust destroy karte hain.,hate,N/A,#politics,Mixed,Negative
760,Judicial reforms se justice accessible hoga.,non-hate,N/A,#politics,Mixed,Positive
761,Ye talentless influencers fame undeservedly rakhte hain.,hate,N/A,#entertainment,Mixed,Negative
762,Ye poetry recitation heartfelt aur moving thi.,non-hate,N/A,#entertainment,Mixed,Positive
763,Aaj ka cooking experiment successful aur tasty tha.,non-hate,N/A,#daily life,Mixed,Positive
764,Ye lazy roommates ghar ka kaam avoid karte hain.,hate,N/A,#daily life,Mixed,Negative
765,Ye tax-evaders economy ko weaken karte hain.,hate,N/A,#social issues,Mixed,Negative
766,Tax reforms se economic equity badhegi.,non-hate,N/A,#social issues,Mixed,Positive
767,Ye laggy games enjoyment ko ruin karte hain.,hate,N/A,#technology,Mixed,Negative
768,Virtual meetings se time aur travel save hota hai.,non-hate,N/A,#technology,Mixed,Positive
769,Ye inconsistent players fans ko disappoint karte hain.,hate,N/A,#sports,Mixed,Negative
770,Ye record-breaking feat sports history mein memorable hai.,non-hate,N/A,#sports,Mixed,Positive
771,Ye unhygienic habits diseases spread karte hain.,hate,N/A,#health,Mixed,Negative
772,Proper hygiene se infection risk kam hota hai.,non-hate,N/A,#health,Mixed,Positive
773,Ye unmotivated students class ka morale down karte hain.,hate,N/A,#education,Mixed,Negative
774,Motivational talks se students inspire hote hain.,non-hate,N/A,#education,Mixed,Positive
775,Ye unplanned urbanization flooding ka cause hai.,hate,N/A,#environment,Mixed,Negative
776,Urban forestry se heatwaves kam ho sakte hain.,non-hate,N/A,#environment,Mixed,Positive
777,India ka agricultural heritage sustainable aur unique hai.,non-hate,N/A,#nationalism,Mixed,Positive
778,Ye pesticide companies farmers ko exploit karte hain.,hate,N/A,#nationalism,Mixed,Negative
779,Ye opportunistic leaders crisis mein fail hote hain.,hate,N/A,#politics,Mixed,Negative
780,Disaster management se lives save hoti hain.,non-hate,N/A,#politics,Mixed,Positive
781,Ye overhyped concerts expectations meet nahi karte.,hate,N/A,#entertainment,Mixed,Negative
782,Ye local talent showcase creativity ko highlight karta hai.,non-hate,N/A,#entertainment,Mixed,Positive
783,Aaj ka shopping spree budget mein aur fun tha.,non-hate,N/A,#daily life,Mixed,Positive
784,Ye overcharging auto drivers commuters ko loot te hain.,hate,N/A,#daily life,Mixed,Negative
785,Ye selfish log community spirit ko khatam karte hain.,hate,N/A,#social issues,Mixed,Negative
786,Community support se resilience badhti hai.,non-hate,N/A,#social issues,Mixed,Positive
787,Ye obsolete tech progress ke against hai.,hate,N/A,#technology,Mixed,Negative
788,Robotics se industrial efficiency badhti hai.,non-hate,N/A,#technology,Mixed,Positive
789,Ye unfair penalties game ka outcome change karte hain.,hate,N/A,#sports,Mixed,Negative
790,Ye sports academies young talent ko groom karte hain.,non-hate,N/A,#sports,Mixed,Positive
791,Ye smoking zones nonsmokers ko bhi affect karte hain.,hate,N/A,#health,Mixed,Negative
792,Breathing exercises se lung health improve hoti hai.,non-hate,N/A,#health,Mixed,Positive
793,Ye overcrowded schools quality education nahi dete.,hate,N/A,#education,Mixed,Negative
794,Small class sizes se individual attention milta hai.,non-hate,N/A,#education,Mixed,Positive
795,Ye oil-dependent economy climate goals ko hurt karta hai.,hate,N/A,#environment,Mixed,Negative
796,Renewable innovations se energy independence badhti hai.,non-hate,N/A,#environment,Mixed,Positive
797,India ka scientific research global impact banata hai.,non-hate,N/A,#nationalism,Mixed,Positive
798,Ye lazy bureaucrats development projects delay karte hain.,hate,N/A,#nationalism,Mixed,Negative
799,Ye manipulative campaigns voters ko fool karte hain.,hate,N/A,#politics,Mixed,Negative
800,Civic education se informed citizens bante hain.,non-hate,N/A,#politics,Mixed,Positive
801,"Ye sarkar bas jhooth bolti hai, kuch kaam nahi karti.",hate,N/A,#politics,Mixed,Negative
802,Aaj ka sunrise refreshing aur beautiful tha.,non-hate,N/A,#daily life,Mixed,Positive
803,Tum jaise log politics ko divisive banate ho.,hate,Vote responsibly.,#politics,Mixed,Negative
804,Ye new song ka vibe energetic hai.,non-hate,N/A,#music,Mixed,Positive
805,Ye actor ka dialogue delivery pathetic hai.,hate,N/A,#entertainment,Mixed,Negative
806,Weekend ka plan relaxing aur fun lag raha hai.,non-hate,N/A,#daily life,Mixed,Positive
807,Ye log public mein shouting karke disturb karte hain.,hate,N/A,#daily life,Mixed,Negative
808,Online shopping se convenience badh gayi hai.,non-hate,N/A,#technology,Mixed,Positive
809,Ye cheap products quality ke naam pe thagte hain.,hate,N/A,#technology,Mixed,Negative
810,Yoga se flexibility aur strength dono milte hain.,non-hate,N/A,#health,Mixed,Positive
811,Ye gym freaks steroids ke bina kuch nahi hain.,hate,N/A,#health,Mixed,Negative
812,Free education resources se knowledge accessible hota hai.,non-hate,N/A,#education,Mixed,Positive
813,Ye private schools fees ke naam pe loot te hain.,hate,N/A,#education,Mixed,Negative
814,Rainwater harvesting se water conservation hota hai.,non-hate,N/A,#environment,Mixed,Positive
815,Ye log pani waste karte hain aur climate ka rona rote hain.,hate,N/A,#environment,Mixed,Negative
816,India ka history rich aur inspiring hai.,non-hate,N/A,#nationalism,Mixed,Positive
817,Ye historians desh ki legacy ko twist karte hain.,hate,N/A,#nationalism,Mixed,Negative
818,"Ye neta log promises karte hain, deliver nahi.",hate,N/A,#politics,Mixed,Negative
819,Rural development schemes se growth hota hai.,non-hate,N/A,#politics,Mixed,Positive
820,Ye reality show judges biased aur irritating hain.,hate,N/A,#entertainment,Mixed,Negative
821,Ye short film ka concept unique aur touching tha.,non-hate,N/A,#entertainment,Mixed,Positive
822,Aaj ka homemade meal nostalgic aur tasty tha.,non-hate,N/A,#food,Mixed,Positive
823,Ye street food vendors hygiene ka dhyaan nahi rakhte.,hate,N/A,#food,Mixed,Negative
824,Equal pay se workplace fairness badhti hai.,non-hate,N/A,#social issues,Mixed,Positive
825,Tum jaise log gender equality ko drama kehte ho.,hate,It‘«÷s justice.,#social issues,Mixed,Negative
826,Ye phone ka battery backup solid hai.,non-hate,N/A,#technology,Mixed,Positive
827,Ye companies overpriced gadgets bechte hain.,hate,N/A,#technology,Mixed,Negative
828,Ye kabaddi match intense aur thrilling tha.,non-hate,N/A,#sports,Mixed,Positive
829,Ye players cheating karke team ka naam kharab karte hain.,hate,N/A,#sports,Mixed,Negative
830,Regular exercise se energy levels boost hote hain.,non-hate,N/A,#health,Mixed,Positive
831,Ye log fitness trends ko blindly follow karte hain.,hate,Think smart.,#health,Mixed,Negative
832,Online workshops se practical skills seekhne ko milte hain.,non-hate,N/A,#education,Mixed,Positive
833,Ye teachers outdated methods se bore karte hain.,hate,N/A,#education,Mixed,Negative
834,Eco-friendly packaging se waste kam hota hai.,non-hate,N/A,#environment,Mixed,Positive
835,Ye companies greenwashing karke public ko fool banate hain.,hate,N/A,#environment,Mixed,Negative
836,India ka diversity uski strength hai.,non-hate,N/A,#nationalism,Mixed,Positive
837,Ye regionalists unity ko weaken karte hain.,hate,N/A,#nationalism,Mixed,Negative
838,Ye government ka tax policy unfair aur burdensome hai.,hate,N/A,#politics,Mixed,Negative
839,Skill training programs se job opportunities badhti hain.,non-hate,N/A,#politics,Mixed,Positive
840,Ye TV serials repetitive aur senseless hain.,hate,N/A,#entertainment,Mixed,Negative
841,Ye podcast episode informative aur engaging tha.,non-hate,N/A,#entertainment,Mixed,Positive
842,Aaj ka evening walk peaceful aur refreshing tha.,non-hate,N/A,#daily life,Mixed,Positive
843,Ye loud bikers roads pe nuisance create karte hain.,hate,N/A,#daily life,Mixed,Negative
844,Digital inclusion se opportunities equal hoti hain.,non-hate,N/A,#social issues,Mixed,Positive
845,Tum jaise log internet access ko luxury samajhte ho.,hate,It‘«÷s a need.,#social issues,Mixed,Negative
846,Ye smart TV ka interface smooth aur fast hai.,non-hate,N/A,#technology,Mixed,Positive
847,Ye streaming apps data khate hain aur buffering dete hain.,hate,N/A,#technology,Mixed,Negative
848,Ye hockey match fast-paced aur exciting tha.,non-hate,N/A,#sports,Mixed,Positive
849,Ye referees ka favoritism game ka mazaa kharab karta hai.,hate,N/A,#sports,Mixed,Negative
850,Hydration se workout performance better hoti hai.,non-hate,N/A,#health,Mixed,Positive
851,Ye log sugary drinks ko healthy bolte hain.,hate,Check facts.,#health,Mixed,Negative
852,Online certifications se career growth hoti hai.,non-hate,N/A,#education,Mixed,Positive
853,Ye degree mills fake certificates bechte hain.,hate,N/A,#education,Mixed,Negative
854,Solar panels se electricity bills kam hote hain.,non-hate,N/A,#environment,Mixed,Positive
855,Ye log renewable energy ko impractical kehte hain.,hate,N/A,#environment,Mixed,Negative
856,India ka startup culture innovative aur vibrant hai.,non-hate,N/A,#nationalism,Mixed,Positive
857,Ye foreign companies local talent ko exploit karte hain.,hate,N/A,#nationalism,Mixed,Negative
858,Ye political campaigns bas mudslinging hain.,hate,N/A,#politics,Mixed,Negative
859,Public consultations se policy-making inclusive hoti hai.,non-hate,N/A,#politics,Mixed,Positive
860,Ye overhyped movies disappointment dete hain.,hate,N/A,#entertainment,Mixed,Negative
861,Ye indie film ka cinematography stunning tha.,non-hate,N/A,#entertainment,Mixed,Positive
862,Aaj ka breakfast nutritious aur filling tha.,non-hate,N/A,#food,Mixed,Positive
863,Ye fast food chains unhealthy junk promote karte hain.,hate,N/A,#food,Mixed,Negative
864,Mental health days se productivity badhti hai.,non-hate,N/A,#social issues,Mixed,Positive
865,Tum jaise log mental health ko weakness kehte ho.,hate,It‘«÷s strength.,#social issues,Mixed,Negative
866,Ye laptop ka cooling system efficient hai.,non-hate,N/A,#technology,Mixed,Positive
867,Ye tech support useless aur time waste hai.,hate,N/A,#technology,Mixed,Negative
868,Ye wrestling match intense aur dramatic tha.,non-hate,N/A,#sports,Mixed,Positive
869,Ye wrestlers ka fake drama sports ka insult hai.,hate,N/A,#sports,Mixed,Negative
870,Stretching se injury prevention hoti hai.,non-hate,N/A,#health,Mixed,Positive
871,Ye log warm-ups ko skip karke risk lete hain.,hate,Be smart.,#health,Mixed,Negative
872,Online coding platforms se problem-solving seekhne ko milta hai.,non-hate,N/A,#education,Mixed,Positive
873,Ye coaching institutes overhyped aur overpriced hain.,hate,N/A,#education,Mixed,Negative
874,Tree planting se air quality improve hoti hai.,non-hate,N/A,#environment,Mixed,Positive
875,Ye log deforestation ko justify karte hain.,hate,N/A,#environment,Mixed,Negative
876,India ka folk music soulful aur unique hai.,non-hate,N/A,#nationalism,Mixed,Positive
877,Ye western pop culture local traditions ko drown karta hai.,hate,N/A,#nationalism,Mixed,Negative
878,Ye government ka budget unrealistic aur populist hai.,hate,N/A,#politics,Mixed,Negative
879,Women‘«÷s safety initiatives se security badhti hai.,non-hate,N/A,#politics,Mixed,Positive
880,Ye talent shows rigged aur time waste hain.,hate,N/A,#entertainment,Mixed,Negative
881,Ye live concert ka energy electrifying tha.,non-hate,N/A,#entertainment,Mixed,Positive
882,Aaj ka lunch break productive aur relaxing tha.,non-hate,N/A,#daily life,Mixed,Positive
883,Ye coworkers ka gossiping work environment kharab karta hai.,hate,N/A,#daily life,Mixed,Negative
884,Digital payments se financial inclusion badhta hai.,non-hate,N/A,#social issues,Mixed,Positive
885,Tum jaise log cashless economy ko impractical kehte ho.,hate,Move forward.,#social issues,Mixed,Negative
886,Ye earphones ka sound quality crisp hai.,non-hate,N/A,#technology,Mixed,Positive
887,Ye overpriced accessories quality nahi dete.,hate,N/A,#technology,Mixed,Negative
888,Ye tennis match competitive aur entertaining tha.,non-hate,N/A,#sports,Mixed,Positive
889,Ye players ka arrogance team spirit ko hurt karta hai.,hate,N/A,#sports,Mixed,Negative
890,Good sleep se mental clarity badhti hai.,non-hate,N/A,#health,Mixed,Positive
891,Ye log sleep ko overrated samajhte hain.,hate,Rest matters.,#health,Mixed,Negative
892,Online art courses se creativity unleash hoti hai.,non-hate,N/A,#education,Mixed,Positive
893,Ye art teachers innovation ko suppress karte hain.,hate,N/A,#education,Mixed,Negative
894,Wind energy se carbon emissions kam hote hain.,non-hate,N/A,#environment,Mixed,Positive
895,Ye log wind farms ko ugly kehte hain.,hate,N/A,#environment,Mixed,Negative
896,India ka cricket passion unmatched hai.,non-hate,N/A,#nationalism,Mixed,Positive
897,Ye cricket betting sports ka mazaa kharab karta hai.,hate,N/A,#nationalism,Mixed,Negative
898,Ye sarkar ka corruption cover-up pathetic hai.,hate,N/A,#politics,Mixed,Negative
899,Digital literacy programs se empowerment hota hai.,non-hate,N/A,#politics,Mixed,Positive
900,Ye award ceremonies elitist aur boring hain.,hate,N/A,#entertainment,Mixed,Negative
901,Ye stand-up special hilarious aur relatable tha.,non-hate,N/A,#entertainment,Mixed,Positive
902,Aaj ka coffee break refreshing aur energizing tha.,non-hate,N/A,#daily life,Mixed,Positive
903,Ye rude baristas customer experience kharab karte hain.,hate,N/A,#daily life,Mixed,Negative
904,Remote work se flexibility aur balance milta hai.,non-hate,N/A,#social issues,Mixed,Positive
905,Tum jaise log work-from-home ko lazy kehte ho.,hate,It‘«÷s productive.,#social issues,Mixed,Negative
906,Ye gaming console ka performance smooth hai.,non-hate,N/A,#technology,Mixed,Positive
907,Ye microtransactions gaming ko pay-to-win banate hain.,hate,N/A,#technology,Mixed,Negative
908,Ye basketball game fast aur thrilling tha.,non-hate,N/A,#sports,Mixed,Positive
909,Ye overpaid athletes effort nahi dete.,hate,N/A,#sports,Mixed,Negative
910,Balanced meals se immunity strong hoti hai.,non-hate,N/A,#health,Mixed,Positive
911,Ye log crash diets ko miracle samajhte hain.,hate,Eat wisely.,#health,Mixed,Negative
912,Online math tutorials se concepts clear hote hain.,non-hate,N/A,#education,Mixed,Positive
913,Ye math teachers rote learning force karte hain.,hate,N/A,#education,Mixed,Negative
914,Organic farming se soil health improve hoti hai.,non-hate,N/A,#environment,Mixed,Positive
915,Ye chemical fertilizers nature ko poison karte hain.,hate,N/A,#environment,Mixed,Negative
916,India ka textile heritage world-class hai.,non-hate,N/A,#nationalism,Mixed,Positive
917,Ye fast fashion local artisans ko kill karta hai.,hate,N/A,#nationalism,Mixed,Negative
918,Ye government ka PR stunts bas publicity ke liye hain.,hate,N/A,#politics,Mixed,Negative
919,Community policing se trust aur safety badhti hai.,non-hate,N/A,#politics,Mixed,Positive
920,Ye influencers fake lifestyles promote karte hain.,hate,N/A,#entertainment,Mixed,Negative
921,Ye vlog series authentic aur engaging tha.,non-hate,N/A,#entertainment,Mixed,Positive
922,Aaj ka park visit calming aur enjoyable tha.,non-hate,N/A,#daily life,Mixed,Positive
923,Ye littering tourists nature ko disrespect karte hain.,hate,N/A,#daily life,Mixed,Negative
924,Affordable healthcare se life expectancy badhti hai.,non-hate,N/A,#social issues,Mixed,Positive
925,Tum jaise log healthcare ko privilege samajhte ho.,hate,It‘«÷s a right.,#social issues,Mixed,Negative
926,Ye smartwatch ka fitness tracking accurate hai.,non-hate,N/A,#technology,Mixed,Positive
927,Ye fitness apps user data exploit karte hain.,hate,N/A,#technology,Mixed,Negative
928,Ye volleyball match teamwork ka perfect example tha.,non-hate,N/A,#sports,Mixed,Positive
